Datum,Stanica,PM10,PM2.5,O3,SO2,CO,NO2,NOx,Benzén,Hg
2023-01-04 19:06:01.906973,Žiar nad Hronom Jilemnického,24,22,x,x,x,x,x,x,x
2023-01-04 19:06:01.906973,Zvolen J. Alexyho,45,41,x,x,x,x,x,x,x
2023-01-04 19:06:01.906973,Banská Bystrica Štefánikovo nábrežie,38,28,x,4,848,36,244,2.5,x
2023-01-04 19:06:01.906973,Banská Bystrica Zelená,20,17,*,x,x,25,36,x,x
2023-01-04 19:06:01.906973,Lučenec Gemerská cesta,14,12,42,x,266,21,24,0.3,x
2023-01-04 19:06:01.906973,Hnúšťa Hlavná,21,17,x,x,x,x,x,x,x
2023-01-04 19:06:01.906973,Jelšava Jesenského,41,37,*,x,x,*,*,x,x
2023-01-04 19:06:01.906973,Žilina Obežná,27,16,4,x,346,39,60,x,x
2023-01-04 19:06:01.906973,Oščadnica,11,11,46,4,x,10,11,x,x
2023-01-04 19:06:01.906973,Martin Jesenského,29,21,x,x,446,17,30,1.6,x
2023-01-04 19:06:01.906973,Ružomberok Riadok,64,52,2,PDL,1237,33,118,5.1,x
2023-01-04 19:06:01.906973,Chopok EMEP,x,x,85,x,x,PDL,1,x,x
2023-01-04 19:06:01.906973,Liptovský Mikuláš Školská,44,38,x,3,x,42,173,x,x
2023-01-04 19:06:01.906973,Košice Ďumbierska,x,x,43,x,x,x,x,x,x
2023-01-04 19:06:01.906973,Košice Amurská,21,19,x,x,x,x,x,x,x
2023-01-04 19:06:01.906973,Košice Štefánikova,26,14,x,21,623,31,60,1.4,x
2023-01-04 19:06:01.906973,Kojšovská hoľa,x,x,*,x,x,*,*,x,x
2023-01-04 19:06:01.906973,Veľká Ida Letná,27,21,x,x,*,x,x,x,x
2023-01-04 19:06:01.906973,Strážske Mierová,12,9,x,x,x,x,x,x,x
2023-01-04 19:06:01.906973,Trebišov T. G. Masaryka,15,11,55,x,x,6,7,x,x
2023-01-04 19:06:01.906973,Krompachy SNP,48,40,x,4,*,24,69,4.5,x
2023-01-04 19:06:01.906973,Poprad Železničná,8,7,x,x,x,8,11,x,x
2023-01-04 19:06:01.906973,Stará Lesná AÚ SAV EMEP,3,2,*,x,x,4,5,x,x
2023-01-04 19:06:01.906973,Gánovce Meteo. st,x,x,71,x,x,2,3,x,x
2023-01-04 19:06:01.906973,Prešov Arm. gen. L. Svobodu,21,20,x,x,875,22,47,0.6,x
2023-01-04 19:06:01.906973,Humenné Nám. slobody,13,13,65,x,x,6,8,x,x
2023-01-04 19:06:01.906973,Starina Vodná nádrž EMEP,x,x,58,x,x,4,5,x,1.4
2023-01-04 19:06:01.906973,Kolonické sedlo,17,9,x,x,x,x,x,x,x
2023-01-04 19:06:01.906973,Vranov nad Top. M. R. Štefánika,12,11,x,4,x,x,x,x,x
2023-01-04 19:06:01.906973,Hencovce mobilná AMS,49,25,x,x,214,3,4,x,x
2023-01-04 19:06:01.906973,Nižný Hrušov mobilná AMS,14,14,x,x,246,4,9,x,x
2023-01-04 19:06:01.906973,Bardejov Pod Vinbargom,15,15,44,x,x,8,8,x,x
2023-01-04 20:06:02.592393,Bratislava Kamenné nám.,42,36,x,x,x,x,x,x,x
2023-01-04 20:06:02.592393,Bratislava Trnavské Mýto,54,40,x,x,599,52,146,2.4,x
2023-01-04 20:06:02.592393,Bratislava Jeséniova,21,14,26,6,x,19,21,x,x
2023-01-04 20:06:02.592393,Bratislava Mamateyova,38,17,PDL,4,x,39,81,x,x
2023-01-04 20:06:02.592393,Bratislava Púchovská,44,35,x,2,473,*,*,2.8,x
2023-01-04 20:06:02.592393,Bratislava Padlých hrdinov mobilná AMS,24,20,x,x,PDL,30,47,x,x
2023-01-04 20:06:02.592393,Rovinka mobilná AMS,24,x,x,PDL,437,*,*,1,x
2023-01-04 20:06:02.592393,Pezinok Obrancov mieru,29,27,30,x,x,27,47,x,x
2023-01-04 20:06:02.592393,Rohožník Senická,8,3,x,9,600,5,6,0.6,x
2023-01-04 20:06:02.592393,Senec Boldocká,21,17,PDL,x,*,29,73,x,x
2023-01-04 20:06:02.592393,Nitra Janíkovce,26,20,25,x,x,14,16,x,x
2023-01-04 20:06:02.592393,Nitra Štúrova,29,21,x,1,377,PDL,31,0.4,x
2023-01-04 20:06:02.592393,Komárno Vnútorná okružná,*,*,*,x,x,*,*,x,x
2023-01-04 20:06:02.592393,Plášťovce,107,91,2,x,x,18,41,x,x
2023-01-04 20:06:02.592393,Topoľníky Aszód EMEP,15,12,28,PDL,x,6,5,x,1.7
2023-01-04 20:06:02.592393,Senica Hviezdoslavova,19,18,x,6,x,x,x,x,x
2023-01-04 20:06:02.592393,Trnava Kollárova,27,16,x,x,422,34,73,2.3,x
2023-01-04 20:06:02.592393,Sereď Vinárska,33,17,x,x,x,16,18,x,x
2023-01-04 20:06:02.592393,Trenčín Hasičská,28,23,x,10,529,37,101,1.5,x
2023-01-04 20:06:02.592393,Púchov 1. mája,34,28,x,2,547,36,64,x,x
2023-01-04 20:06:02.592393,Bystričany Rozvodňa SSE,21,18,x,30,x,x,x,x,x
2023-01-04 20:06:02.592393,Handlová Morovianska cesta,15,10,x,5,x,x,x,x,x
2023-01-04 20:06:02.592393,Prievidza Malonecpalská,31,25,16,21,x,29,41,x,x
2023-01-04 20:06:02.592393,Žarnovica Dolná,23,22,x,x,x,16,19,x,x
2023-01-04 20:06:02.592393,Žiar nad Hronom Jilemnického,24,20,x,x,x,x,x,x,x
2023-01-04 20:06:02.592393,Zvolen J. Alexyho,53,45,x,x,x,x,x,x,x
2023-01-04 20:06:02.592393,Banská Bystrica Štefánikovo nábrežie,46,37,x,4,922,28,205,3.1,x
2023-01-04 20:06:02.592393,Banská Bystrica Zelená,28,27,*,x,x,33,52,x,x
2023-01-04 20:06:02.592393,Lučenec Gemerská cesta,14,12,37,x,298,26,32,0.3,x
2023-01-04 20:06:02.592393,Hnúšťa Hlavná,20,14,x,x,x,x,x,x,x
2023-01-04 20:06:02.592393,Jelšava Jesenského,24,22,*,x,x,9,13,x,x
2023-01-04 20:06:02.592393,Žilina Obežná,20,16,10,x,313,34,46,x,x
2023-01-04 20:06:02.592393,Oščadnica,11,10,42,4,x,10,12,x,x
2023-01-04 20:06:02.592393,Martin Jesenského,22,12,x,x,391,11,18,1.2,x
2023-01-04 20:06:02.592393,Ružomberok Riadok,65,55,PDL,PDL,968,34,104,5.5,x
2023-01-04 20:06:02.592393,Chopok EMEP,x,x,83,x,x,PDL,2,x,x
2023-01-04 20:06:02.592393,Liptovský Mikuláš Školská,68,63,x,4,x,44,124,x,x
2023-01-04 20:06:02.592393,Košice Ďumbierska,x,x,39,x,x,x,x,x,x
2023-01-04 20:06:02.592393,Košice Amurská,20,19,x,x,x,x,x,x,x
2023-01-04 20:06:02.592393,Košice Štefánikova,21,19,x,16,646,21,39,1.4,x
2023-01-04 20:06:02.592393,Kojšovská hoľa,x,x,*,x,x,*,*,x,x
2023-01-04 20:06:02.592393,Veľká Ida Letná,29,26,x,x,390,x,x,x,x
2023-01-04 20:06:02.592393,Strážske Mierová,13,9,x,x,x,x,x,x,x
2023-01-04 20:06:02.592393,Trebišov T. G. Masaryka,20,15,48,x,x,10,11,x,x
2023-01-04 20:06:02.592393,Krompachy SNP,28,25,x,4,231,13,25,2,x
2023-01-04 20:06:02.592393,Poprad Železničná,5,3,x,x,x,6,11,x,x
2023-01-04 20:06:02.592393,Stará Lesná AÚ SAV EMEP,5,3,52,x,x,7,8,x,x
2023-01-04 20:06:02.592393,Gánovce Meteo. st,x,x,73,x,x,2,2,x,x
2023-01-04 20:06:02.592393,Prešov Arm. gen. L. Svobodu,21,16,x,x,915,25,51,0.6,x
2023-01-04 20:06:02.592393,Humenné Nám. slobody,13,12,61,x,x,6,7,x,x
2023-01-04 20:06:02.592393,Starina Vodná nádrž EMEP,x,x,60,x,x,4,5,x,1.2
2023-01-04 20:06:02.592393,Kolonické sedlo,17,11,x,x,x,x,x,x,x
2023-01-04 20:06:02.592393,Vranov nad Top. M. R. Štefánika,13,11,x,4,x,x,x,x,x
2023-01-04 20:06:02.592393,Hencovce mobilná AMS,21,16,x,x,233,5,6,x,x
2023-01-04 20:06:02.592393,Nižný Hrušov mobilná AMS,13,12,x,x,243,5,10,x,x
2023-01-04 20:06:02.592393,Bardejov Pod Vinbargom,12,14,48,x,x,*,*,x,x
2023-01-04 21:06:02.223053,Bratislava Kamenné nám.,43,39,x,x,x,x,x,x,x
2023-01-04 21:06:02.223053,Bratislava Trnavské Mýto,57,48,x,x,549,45,117,2.3,x
2023-01-04 21:06:02.223053,Bratislava Jeséniova,18,15,22,5,x,22,24,x,x
2023-01-04 21:06:02.223053,Bratislava Mamateyova,31,21,PDL,4,x,38,108,x,x
2023-01-04 21:06:02.223053,Bratislava Púchovská,33,28,x,*,495,36,76,2.5,x
2023-01-04 21:06:02.223053,Bratislava Padlých hrdinov mobilná AMS,28,27,x,x,PDL,29,60,x,x
2023-01-04 21:06:02.223053,Rovinka mobilná AMS,23,x,x,PDL,504,PDL,PDL,1,x
2023-01-04 21:06:02.223053,Pezinok Obrancov mieru,28,26,29,x,x,25,44,x,x
2023-01-04 21:06:02.223053,Rohožník Senická,9,4,x,9,631,6,7,0.5,x
2023-01-04 21:06:02.223053,Senec Boldocká,25,24,PDL,x,544,32,84,x,x
2023-01-04 21:06:02.223053,Nitra Janíkovce,22,21,29,x,x,12,14,x,x
2023-01-04 21:06:02.223053,Nitra Štúrova,27,20,x,1,383,2,34,0.4,x
2023-01-04 21:06:02.223053,Komárno Vnútorná okružná,*,*,*,x,x,*,*,x,x
2023-01-04 21:06:02.223053,Plášťovce,131,121,3,x,x,17,36,x,x
2023-01-04 21:06:02.223053,Topoľníky Aszód EMEP,14,15,32,PDL,x,6,6,x,1.4
2023-01-04 21:06:02.223053,Senica Hviezdoslavova,17,18,x,6,x,x,x,x,x
2023-01-04 21:06:02.223053,Trnava Kollárova,24,19,x,x,477,30,63,1.6,x
2023-01-04 21:06:02.223053,Sereď Vinárska,38,26,x,x,x,17,20,x,x
2023-01-04 21:06:02.223053,Trenčín Hasičská,22,16,x,10,509,33,83,1.5,x
2023-01-04 21:06:02.223053,Púchov 1. mája,33,29,x,2,557,*,*,x,x
2023-01-04 21:06:02.223053,Bystričany Rozvodňa SSE,19,16,x,29,x,x,x,x,x
2023-01-04 21:06:02.223053,Handlová Morovianska cesta,19,10,x,5,x,x,x,x,x
2023-01-04 21:06:02.223053,Prievidza Malonecpalská,33,27,*,21,x,22,32,x,x
2023-01-04 21:06:02.223053,Žarnovica Dolná,23,19,x,x,x,14,17,x,x
2023-01-04 21:06:02.223053,Žiar nad Hronom Jilemnického,19,17,x,x,x,x,x,x,x
2023-01-04 21:06:02.223053,Zvolen J. Alexyho,39,35,x,x,x,x,x,x,x
2023-01-04 21:06:02.223053,Banská Bystrica Štefánikovo nábrežie,54,44,x,4,954,30,184,4.2,x
2023-01-04 21:06:02.223053,Banská Bystrica Zelená,43,40,*,x,x,35,46,x,x
2023-01-04 21:06:02.223053,Lučenec Gemerská cesta,13,12,40,x,286,16,19,0.3,x
2023-01-04 21:06:02.223053,Hnúšťa Hlavná,35,22,x,x,x,x,x,x,x
2023-01-04 21:06:02.223053,Jelšava Jesenského,18,17,*,x,x,11,15,x,x
2023-01-04 21:06:02.223053,Žilina Obežná,22,19,PDL,x,408,43,74,x,x
2023-01-04 21:06:02.223053,Oščadnica,16,18,37,4,x,11,13,x,x
2023-01-04 21:06:02.223053,Martin Jesenského,22,14,x,x,439,15,21,1.1,x
2023-01-04 21:06:02.223053,Ružomberok Riadok,40,35,3,PDL,893,34,69,3.8,x
2023-01-04 21:06:02.223053,Chopok EMEP,x,x,79,x,x,PDL,2,x,x
2023-01-04 21:06:02.223053,Liptovský Mikuláš Školská,55,51,x,2,x,45,72,x,x
2023-01-04 21:06:02.223053,Košice Ďumbierska,x,x,42,x,x,x,x,x,x
2023-01-04 21:06:02.223053,Košice Amurská,18,17,x,x,x,x,x,x,x
2023-01-04 21:06:02.223053,Košice Štefánikova,20,17,x,19,525,19,34,1.3,x
2023-01-04 21:06:02.223053,Kojšovská hoľa,x,x,*,x,x,*,*,x,x
2023-01-04 21:06:02.223053,Veľká Ida Letná,16,14,x,x,356,x,x,x,x
2023-01-04 21:06:02.223053,Strážske Mierová,18,14,x,x,x,x,x,x,x
2023-01-04 21:06:02.223053,Trebišov T. G. Masaryka,20,16,48,x,x,5,6,x,x
2023-01-04 21:06:02.223053,Krompachy SNP,18,16,x,4,190,11,20,1.3,x
2023-01-04 21:06:02.223053,Poprad Železničná,5,4,x,x,x,8,13,x,x
2023-01-04 21:06:02.223053,Stará Lesná AÚ SAV EMEP,5,PDL,61,x,x,3,3,x,x
2023-01-04 21:06:02.223053,Gánovce Meteo. st,x,x,70,x,x,2,2,x,x
2023-01-04 21:06:02.223053,Prešov Arm. gen. L. Svobodu,23,15,x,x,858,17,33,0.7,x
2023-01-04 21:06:02.223053,Humenné Nám. slobody,16,16,58,x,x,6,7,x,x
2023-01-04 21:06:02.223053,Starina Vodná nádrž EMEP,x,x,58,x,x,4,5,x,1.3
2023-01-04 21:06:02.223053,Kolonické sedlo,17,9,x,x,x,x,x,x,x
2023-01-04 21:06:02.223053,Vranov nad Top. M. R. Štefánika,14,12,x,4,x,x,x,x,x
2023-01-04 21:06:02.223053,Hencovce mobilná AMS,28,18,x,x,230,6,7,x,x
2023-01-04 21:06:02.223053,Nižný Hrušov mobilná AMS,17,16,x,x,243,4,9,x,x
2023-01-04 21:06:02.223053,Bardejov Pod Vinbargom,15,15,48,x,x,8,8,x,x
2023-01-04 22:06:01.888285,Bratislava Kamenné nám.,42,37,x,x,x,x,x,x,x
2023-01-04 22:06:01.888285,Bratislava Trnavské Mýto,65,57,x,x,748,52,237,2.1,x
2023-01-04 22:06:01.888285,Bratislava Jeséniova,22,13,20,4,x,*,*,x,x
2023-01-04 22:06:01.888285,Bratislava Mamateyova,30,23,PDL,4,x,34,98,x,x
2023-01-04 22:06:01.888285,Bratislava Púchovská,45,32,x,2,589,36,115,3.1,x
2023-01-04 22:06:01.888285,Bratislava Padlých hrdinov mobilná AMS,29,27,x,x,PDL,34,75,x,x
2023-01-04 22:06:01.888285,Rovinka mobilná AMS,28,x,x,*,460,PDL,PDL,1.1,x
2023-01-04 22:06:01.888285,Pezinok Obrancov mieru,30,29,30,x,x,27,51,x,x
2023-01-04 22:06:01.888285,Rohožník Senická,8,7,x,9,637,6,7,0.7,x
2023-01-04 22:06:01.888285,Senec Boldocká,31,29,PDL,x,586,29,72,x,x
2023-01-04 22:06:01.888285,Nitra Janíkovce,22,20,*,x,x,12,13,x,x
2023-01-04 22:06:01.888285,Nitra Štúrova,27,20,x,2,372,PDL,19,0.4,x
2023-01-04 22:06:01.888285,Komárno Vnútorná okružná,13,11,32,x,x,14,14,x,x
2023-01-04 22:06:01.888285,Plášťovce,113,107,2,x,x,15,35,x,x
2023-01-04 22:06:01.888285,Topoľníky Aszód EMEP,17,17,46,PDL,x,4,3,x,1.5
2023-01-04 22:06:01.888285,Senica Hviezdoslavova,15,13,x,6,x,x,x,x,x
2023-01-04 22:06:01.888285,Trnava Kollárova,29,22,x,x,419,31,77,2.2,x
2023-01-04 22:06:01.888285,Sereď Vinárska,35,25,x,x,x,15,18,x,x
2023-01-04 22:06:01.888285,Trenčín Hasičská,18,17,x,10,441,29,65,1.4,x
2023-01-04 22:06:01.888285,Púchov 1. mája,35,33,x,2,493,25,32,x,x
2023-01-04 22:06:01.888285,Bystričany Rozvodňa SSE,16,14,x,29,x,x,x,x,x
2023-01-04 22:06:01.888285,Handlová Morovianska cesta,27,18,x,5,x,x,x,x,x
2023-01-04 22:06:01.888285,Prievidza Malonecpalská,48,43,19,21,x,19,25,x,x
2023-01-04 22:06:01.888285,Žarnovica Dolná,26,23,x,x,x,12,16,x,x
2023-01-04 22:06:01.888285,Žiar nad Hronom Jilemnického,18,18,x,x,x,x,x,x,x
2023-01-04 22:06:01.888285,Zvolen J. Alexyho,47,44,x,x,x,x,x,x,x
2023-01-04 22:06:01.888285,Banská Bystrica Štefánikovo nábrežie,51,38,x,4,1030,28,189,4.2,x
2023-01-04 22:06:01.888285,Banská Bystrica Zelená,35,31,*,x,x,37,52,x,x
2023-01-04 22:06:01.888285,Lučenec Gemerská cesta,15,13,38,x,289,*,*,0.3,x
2023-01-04 22:06:01.888285,Hnúšťa Hlavná,35,29,x,x,x,x,x,x,x
2023-01-04 22:06:01.888285,Jelšava Jesenského,23,20,*,x,x,9,13,x,x
2023-01-04 22:06:01.888285,Žilina Obežná,28,23,PDL,x,409,40,67,x,x
2023-01-04 22:06:01.888285,Oščadnica,13,15,38,4,x,10,11,x,x
2023-01-04 22:06:01.888285,Martin Jesenského,25,16,x,x,421,11,15,1,x
2023-01-04 22:06:01.888285,Ružomberok Riadok,36,34,4,PDL,870,33,61,3.1,x
2023-01-04 22:06:01.888285,Chopok EMEP,x,x,74,x,x,1,2,x,x
2023-01-04 22:06:01.888285,Liptovský Mikuláš Školská,43,40,x,2,x,40,61,x,x
2023-01-04 22:06:01.888285,Košice Ďumbierska,x,x,47,x,x,x,x,x,x
2023-01-04 22:06:01.888285,Košice Amurská,16,16,x,x,x,x,x,x,x
2023-01-04 22:06:01.888285,Košice Štefánikova,15,13,x,23,487,16,30,0.9,x
2023-01-04 22:06:01.888285,Kojšovská hoľa,x,x,*,x,x,*,*,x,x
2023-01-04 22:06:01.888285,Veľká Ida Letná,16,11,x,x,361,x,x,x,x
2023-01-04 22:06:01.888285,Strážske Mierová,22,14,x,x,x,x,x,x,x
2023-01-04 22:06:01.888285,Trebišov T. G. Masaryka,17,16,36,x,x,5,6,x,x
2023-01-04 22:06:01.888285,Krompachy SNP,15,14,x,4,214,15,27,1,x
2023-01-04 22:06:01.888285,Poprad Železničná,5,4,x,x,x,6,9,x,x
2023-01-04 22:06:01.888285,Stará Lesná AÚ SAV EMEP,4,4,56,x,x,2,3,x,x
2023-01-04 22:06:01.888285,Gánovce Meteo. st,x,x,64,x,x,2,3,x,x
2023-01-04 22:06:01.888285,Prešov Arm. gen. L. Svobodu,19,13,x,x,825,14,25,0.5,x
2023-01-04 22:06:01.888285,Humenné Nám. slobody,16,16,52,x,x,6,7,x,x
2023-01-04 22:06:01.888285,Starina Vodná nádrž EMEP,x,x,54,x,x,4,5,x,1.4
2023-01-04 22:06:01.888285,Kolonické sedlo,20,14,x,x,x,x,x,x,x
2023-01-04 22:06:01.888285,Vranov nad Top. M. R. Štefánika,15,17,x,4,x,x,x,x,x
2023-01-04 22:06:01.888285,Hencovce mobilná AMS,37,21,x,x,245,4,5,x,x
2023-01-04 22:06:01.888285,Nižný Hrušov mobilná AMS,21,20,x,x,287,5,9,x,x
2023-01-04 22:06:01.888285,Bardejov Pod Vinbargom,15,14,49,x,x,7,7,x,x
2023-01-04 23:06:02.309636,Bratislava Kamenné nám.,27,25,x,x,x,x,x,x,x
2023-01-04 23:06:02.309636,Bratislava Trnavské Mýto,49,43,x,x,534,44,127,2.2,x
2023-01-04 23:06:02.309636,Bratislava Jeséniova,19,16,12,*,x,29,33,x,x
2023-01-04 23:06:02.309636,Bratislava Mamateyova,20,19,14,4,x,*,*,x,x
2023-01-04 23:06:02.309636,Bratislava Púchovská,51,40,x,4,739,39,130,4.1,x
2023-01-04 23:06:02.309636,Bratislava Padlých hrdinov mobilná AMS,31,23,x,x,PDL,25,30,x,x
2023-01-04 23:06:02.309636,Rovinka mobilná AMS,24,x,x,PDL,*,PDL,PDL,1.1,x
2023-01-04 23:06:02.309636,Pezinok Obrancov mieru,36,35,29,x,x,*,*,x,x
2023-01-04 23:06:02.309636,Rohožník Senická,6,6,x,*,607,5,6,0.4,x
2023-01-04 23:06:02.309636,Senec Boldocká,28,29,PDL,x,776,35,101,x,x
2023-01-04 23:06:02.309636,Nitra Janíkovce,21,17,34,x,x,*,*,x,x
2023-01-04 23:06:02.309636,Nitra Štúrova,24,17,x,2,370,2,38,0.4,x
2023-01-04 23:06:02.309636,Komárno Vnútorná okružná,15,13,44,x,x,*,*,x,x
2023-01-04 23:06:02.309636,Plášťovce,102,96,4,x,x,11,21,x,x
2023-01-04 23:06:02.309636,Topoľníky Aszód EMEP,10,13,46,PDL,x,*,*,x,1.5
2023-01-04 23:06:02.309636,Senica Hviezdoslavova,14,12,x,6,x,x,x,x,x
2023-01-04 23:06:02.309636,Trnava Kollárova,29,25,x,x,461,*,*,1.8,x
2023-01-04 23:06:02.309636,Sereď Vinárska,32,24,x,x,x,19,26,x,x
2023-01-04 23:06:02.309636,Trenčín Hasičská,18,17,x,9,440,30,60,1.3,x
2023-01-04 23:06:02.309636,Púchov 1. mája,21,20,x,2,267,9,11,x,x
2023-01-04 23:06:02.309636,Bystričany Rozvodňa SSE,16,15,x,30,x,x,x,x,x
2023-01-04 23:06:02.309636,Handlová Morovianska cesta,15,10,x,5,x,x,x,x,x
2023-01-04 23:06:02.309636,Prievidza Malonecpalská,25,23,29,21,x,11,15,x,x
2023-01-04 23:06:02.309636,Žarnovica Dolná,22,21,x,x,x,*,*,x,x
2023-01-04 23:06:02.309636,Žiar nad Hronom Jilemnického,14,13,x,x,x,x,x,x,x
2023-01-04 23:06:02.309636,Zvolen J. Alexyho,37,31,x,x,x,x,x,x,x
2023-01-04 23:06:02.309636,Banská Bystrica Štefánikovo nábrežie,44,35,x,4,799,28,131,3.4,x
2023-01-04 23:06:02.309636,Banská Bystrica Zelená,32,31,*,x,x,36,62,x,x
2023-01-04 23:06:02.309636,Lučenec Gemerská cesta,19,14,*,x,290,15,15,0.4,x
2023-01-04 23:06:02.309636,Hnúšťa Hlavná,27,26,x,x,x,x,x,x,x
2023-01-04 23:06:02.309636,Jelšava Jesenského,19,18,*,x,x,8,11,x,x
2023-01-04 23:06:02.309636,Žilina Obežná,26,20,7,x,358,*,*,x,x
2023-01-04 23:06:02.309636,Oščadnica,8,13,39,4,x,8,9,x,x
2023-01-04 23:06:02.309636,Martin Jesenského,22,13,x,x,390,7,9,1,x
2023-01-04 23:06:02.309636,Ružomberok Riadok,31,28,19,PDL,639,20,32,2.7,x
2023-01-04 23:06:02.309636,Chopok EMEP,x,x,70,x,x,1,2,x,x
2023-01-04 23:06:02.309636,Liptovský Mikuláš Školská,34,29,x,2,x,25,29,x,x
2023-01-04 23:06:02.309636,Košice Ďumbierska,x,x,45,x,x,x,x,x,x
2023-01-04 23:06:02.309636,Košice Amurská,13,15,x,x,x,x,x,x,x
2023-01-04 23:06:02.309636,Košice Štefánikova,14,13,x,22,603,13,20,0.9,x
2023-01-04 23:06:02.309636,Kojšovská hoľa,x,x,*,x,x,*,*,x,x
2023-01-04 23:06:02.309636,Veľká Ida Letná,19,16,x,x,376,x,x,x,x
2023-01-04 23:06:02.309636,Strážske Mierová,24,20,x,x,x,x,x,x,x
2023-01-04 23:06:02.309636,Trebišov T. G. Masaryka,18,18,35,x,x,6,6,x,x
2023-01-04 23:06:02.309636,Krompachy SNP,24,19,x,5,262,13,21,1.8,x
2023-01-04 23:06:02.309636,Poprad Železničná,3,5,x,x,x,17,35,x,x
2023-01-04 23:06:02.309636,Stará Lesná AÚ SAV EMEP,3,PDL,54,x,x,3,3,x,x
2023-01-04 23:06:02.309636,Gánovce Meteo. st,x,x,*,x,x,2,3,x,x
2023-01-04 23:06:02.309636,Prešov Arm. gen. L. Svobodu,16,12,x,x,814,13,22,0.4,x
2023-01-04 23:06:02.309636,Humenné Nám. slobody,21,18,39,x,x,7,8,x,x
2023-01-04 23:06:02.309636,Starina Vodná nádrž EMEP,x,x,48,x,x,5,6,x,1.4
2023-01-04 23:06:02.309636,Kolonické sedlo,18,13,x,x,x,x,x,x,x
2023-01-04 23:06:02.309636,Vranov nad Top. M. R. Štefánika,18,19,x,3,x,x,x,x,x
2023-01-04 23:06:02.309636,Hencovce mobilná AMS,23,20,x,x,291,5,6,x,x
2023-01-04 23:06:02.309636,Nižný Hrušov mobilná AMS,17,21,x,x,321,5,9,x,x
2023-01-04 23:06:02.309636,Bardejov Pod Vinbargom,10,8,53,x,x,5,5,x,x
2023-01-05 00:06:01.721112,Bratislava Kamenné nám.,21,20,x,x,x,x,x,x,x
2023-01-05 00:06:01.721112,Bratislava Trnavské Mýto,21,23,x,x,307,26,36,1.1,x
2023-01-05 00:06:01.721112,Bratislava Jeséniova,14,13,*,3,x,17,19,x,x
2023-01-05 00:06:01.721112,Bratislava Mamateyova,14,12,5,4,x,32,37,x,x
2023-01-05 00:06:01.721112,Bratislava Púchovská,46,35,x,5,703,36,64,2.9,x
2023-01-05 00:06:01.721112,Bratislava Padlých hrdinov mobilná AMS,18,18,x,x,PDL,10,12,x,x
2023-01-05 00:06:01.721112,Rovinka mobilná AMS,12,x,x,PDL,214,PDL,PDL,0.8,x
2023-01-05 00:06:01.721112,Pezinok Obrancov mieru,33,33,30,x,x,33,44,x,x
2023-01-05 00:06:01.721112,Rohožník Senická,7,4,x,8,609,6,7,0.4,x
2023-01-05 00:06:01.721112,Senec Boldocká,35,39,PDL,x,763,31,67,x,x
2023-01-05 00:06:01.721112,Nitra Janíkovce,24,17,34,x,x,10,12,x,x
2023-01-05 00:06:01.721112,Nitra Štúrova,25,20,x,2,337,PDL,12,0.4,x
2023-01-05 00:06:01.721112,Komárno Vnútorná okružná,16,14,*,x,x,7,6,x,x
2023-01-05 00:06:01.721112,Plášťovce,65,53,4,x,x,10,18,x,x
2023-01-05 00:06:01.721112,Topoľníky Aszód EMEP,9,14,45,PDL,x,4,3,x,1.5
2023-01-05 00:06:01.721112,Senica Hviezdoslavova,12,10,x,6,x,x,x,x,x
2023-01-05 00:06:01.721112,Trnava Kollárova,26,22,x,x,463,34,79,1.9,x
2023-01-05 00:06:01.721112,Sereď Vinárska,28,21,x,x,x,16,21,x,x
2023-01-05 00:06:01.721112,Trenčín Hasičská,25,22,x,10,411,28,61,1.3,x
2023-01-05 00:06:01.721112,Púchov 1. mája,16,16,x,2,260,9,10,x,x
2023-01-05 00:06:01.721112,Bystričany Rozvodňa SSE,18,14,x,30,x,x,x,x,x
2023-01-05 00:06:01.721112,Handlová Morovianska cesta,9,4,x,6,x,x,x,x,x
2023-01-05 00:06:01.721112,Prievidza Malonecpalská,16,15,25,21,x,11,14,x,x
2023-01-05 00:06:01.721112,Žarnovica Dolná,18,16,x,x,x,6,7,x,x
2023-01-05 00:06:01.721112,Žiar nad Hronom Jilemnického,11,10,x,x,x,x,x,x,x
2023-01-05 00:06:01.721112,Zvolen J. Alexyho,15,10,x,x,x,x,x,x,x
2023-01-05 00:06:01.721112,Banská Bystrica Štefánikovo nábrežie,35,30,x,3,615,26,79,2.7,x
2023-01-05 00:06:01.721112,Banská Bystrica Zelená,26,24,*,x,x,31,39,x,x
2023-01-05 00:06:01.721112,Lučenec Gemerská cesta,19,15,32,x,*,14,14,0.4,x
2023-01-05 00:06:01.721112,Hnúšťa Hlavná,20,19,x,x,x,x,x,x,x
2023-01-05 00:06:01.721112,Jelšava Jesenského,15,13,*,x,x,8,10,x,x
2023-01-05 00:06:01.721112,Žilina Obežná,23,21,13,x,320,23,27,x,x
2023-01-05 00:06:01.721112,Oščadnica,8,11,38,3,x,8,9,x,x
2023-01-05 00:06:01.721112,Martin Jesenského,18,9,x,x,387,6,8,0.9,x
2023-01-05 00:06:01.721112,Ružomberok Riadok,13,11,16,PDL,632,22,31,1.4,x
2023-01-05 00:06:01.721112,Chopok EMEP,x,x,68,x,x,2,2,x,x
2023-01-05 00:06:01.721112,Liptovský Mikuláš Školská,27,22,x,1,x,32,37,x,x
2023-01-05 00:06:01.721112,Košice Ďumbierska,x,x,42,x,x,x,x,x,x
